,,,,,,
Name,Age,Gender,Married,Job,Annual Income,Did he accept the credit card
Kira,33,Male,No,Captain,77583,Yes
Ruby,29,Female,No,Teacher,89174,No
Rita,39,Female,Yes,Painter,52207,No
Tiara,32,Male,Yes,Painter,79305,No
Jackie,50,Male,Yes,Teacher,74096,No
Jennie,40,Female,No,Pilot,45203,No
Collin,26,Female,No,Doctor,68069,No
Lakeisha,31,Female,Yes,Judge,64836,Yes
Kenny,45,Male,No,tailor,87510,Yes
Norman,30,Male,Yes,Judge,72037,No
Leanne,44,Male,No,Worker,80210,Yes
Hollie,38,Male,No,Accountant,88004,No
Destiny,27,Male,Yes,Judge,53854,Yes
Shelley,43,Female,No,Worker,80834,No
Amie,37,Female,No,Teacher,61635,No
Callie,28,Male,Yes,tailor,43828,No
Hunter,48,Male,No,Judge,71104,Yes
Duane,22,Female,No,Teacher,88995,No
Sally,42,Female,No,Judge,76118,No
Serena,47,Female,No,Captain,72640,Yes
Lesley,37,Female,Yes,tailor,75632,Yes
Connie,34,Female,No,Accountant,74229,No
Dallas,32,Male,No,Accountant,77070,No
Simon,28,Male,Yes,Painter,53549,No
Neal,50,Female,No,Pilot,66663,Yes
Laurel,49,Female,Yes,tailor,67230,Yes
Eileen,42,Male,Yes,Painter,89910,No
Lewis,43,Male,No,Pilot,47925,Yes
Bobbie,29,Male,No,Judge,44833,Yes
Faith,27,Male,Yes,tailor,74715,No
Brittani,31,Male,Yes,Engineer,60554,Yes
Shayla,38,Female,Yes,Doctor,60065,Yes
Eli,22,Female,Yes,Doctor,53874,Yes
Judith,40,Male,No,Pilot,72573,Yes
Terence,36,Female,No,Accountant,71961,Yes
Ciara,48,Female,No,Doctor,54887,No
Charlie,23,Male,No,Engineer,59714,Yes
Alyson,20,Male,Yes,Captain,63484,Yes
Vernon,45,Female,No,Teacher,62585,Yes
Alma,26,Male,No,Engineer,44292,No
Quinton,47,Male,Yes,Pilot,82197,No
Nora,41,Female,Yes,Doctor,70383,Yes
Lillian,35,Male,Yes,Teacher,77860,Yes
Leroy,33,Male,No,Engineer,83980,Yes
Joyce,46,Female,Yes,Worker,68108,No
Chrystal,21,Male,Yes,Accountant,60575,Yes
Marquita,30,Male,No,Worker,66879,No
Lamar,44,Male,Yes,Worker,68002,Yes
Ashlie,25,Female,Yes,Teacher,89573,No
Kent,24,Female,Yes,Pilot,61777,Yes
Emanuel,39,Female,Yes,tailor,74905,Yes
Joanne,49,Female,No,Pilot,61281,No
Gavin,37,Male,No,Teacher,56485,No
Yesenia,50,Female,No,Painter,71881,No
Perry,27,Female,Yes,Doctor,86808,No
Marilyn,29,Female,Yes,Accountant,51876,No
Graham,40,Female,No,tailor,79236,Yes
Constance,43,Male,No,Accountant,86406,No
Lena,26,Male,Yes,Captain,82781,No
Allan,33,Female,Yes,Pilot,69405,No
Juliana,41,Female,Yes,Painter,83321,Yes
Jayson,32,Female,No,Worker,89328,Yes
Shari,23,Female,Yes,Teacher,60879,Yes
Nadia,47,Male,No,Engineer,88629,Yes
Tanner,22,Male,Yes,Pilot,70529,No
Isabel,39,Male,Yes,Pilot,54044,Yes
Becky,38,Female,No,Accountant,73580,No
Rudy,20,Female,No,Painter,84590,No
Blair,36,Male,No,Doctor,63058,Yes
Christen,24,Female,No,Judge,46492,No
Rosemary,34,Female,Yes,Captain,82131,Yes
Marlon,42,Male,Yes,tailor,85343,Yes
Glen,48,Female,No,Worker,79796,No
Genevieve,30,Female,No,Doctor,77069,Yes
Damian,46,Female,No,Worker,44254,Yes
Michaela,31,Male,Yes,Engineer,86555,No
Shayna,35,Female,Yes,Worker,89864,Yes
Marquis,21,Male,Yes,Painter,82195,No
Fredrick,28,Female,Yes,Captain,70959,No
Celeste,44,Female,Yes,tailor,82907,Yes
Bret,25,Male,No,Doctor,88580,No
Betty,45,Male,Yes,Teacher,71002,No
Kurtis,35,Female,Yes,Engineer,87018,Yes
Rickey,49,Female,No,Doctor,80015,No
Dwight,21,Female,No,Doctor,54554,Yes
Rory,50,Male,Yes,Painter,78422,No
Mia,27,Female,Yes,Pilot,46452,No
Josiah,29,Female,Yes,Captain,71949,No
Norma,28,Male,Yes,Captain,55094,No
Bridgette,33,Female,No,Accountant,55923,No
Shirley,30,Male,No,Teacher,89320,Yes
Sherri,45,Male,No,Painter,69901,No
Noelle,48,Male,Yes,tailor,64531,No
Chantel,31,Male,Yes,Engineer,46438,Yes
Alisa,37,Male,Yes,Judge,54922,Yes
Zachariah,36,Male,Yes,Accountant,84045,No
Jody,47,Female,No,Teacher,50209,Yes
Christin,38,Female,Yes,Accountant,43413,No
Julius,44,Male,No,Worker,60474,No
Gordon,42,Male,No,Accountant,80667,Yes
Latonya,24,Male,No,Teacher,73620,Yes
Lara,26,Female,Yes,tailor,44022,Yes
Lucy,25,Male,Yes,Accountant,52921,Yes
Jarrett,23,Female,Yes,Accountant,53175,Yes
Elisha,43,Male,No,Painter,60673,Yes
Deandre,20,Female,No,Teacher,69619,No
Audra,32,Male,No,tailor,58145,Yes
Beverly,22,Female,Yes,Accountant,57602,No
Felix,41,Female,No,Pilot,86615,No
Alejandra,46,Male,Yes,Doctor,49548,Yes
Nolan,40,Male,Yes,Engineer,84900,No
Tiffani,34,Male,No,Pilot,49923,No
Lonnie,44,Male,No,tailor,79169,Yes
Don,31,Female,No,Pilot,57491,Yes
Darlene,46,Female,Yes,Doctor,79602,Yes
Rodolfo,28,Female,Yes,Worker,83029,Yes
Terra,42,Female,Yes,Doctor,47076,No
Sheri,37,Female,Yes,Judge,69189,Yes
Iris,39,Female,Yes,Doctor,40730,Yes
Maxwell,45,Male,Yes,tailor,43542,No
Kendall,47,Female,Yes,Captain,71972,Yes
Ashly,49,Male,No,Engineer,81553,No
Kendrick,43,Male,No,Doctor,65684,Yes
Jean,21,Female,Yes,Accountant,64873,No
Jarvis,25,Female,No,Captain,78373,No
Fred,34,Male,Yes,Worker,89985,Yes
Tierra,50,Female,Yes,Judge,48048,No
Abel,48,Male,No,Judge,40492,Yes
Pablo,33,Female,No,Painter,75542,No
Maribel,36,Male,Yes,Captain,79418,Yes
Donovan,40,Male,Yes,Doctor,64998,Yes
Stephan,35,Female,Yes,Doctor,83084,No
Judy,30,Female,Yes,Doctor,83187,Yes
Elliott,29,Male,Yes,Painter,78411,Yes
Tyrell,38,Female,Yes,tailor,78843,Yes
Chanel,41,Female,Yes,Painter,48974,No
Miles,24,Male,Yes,Pilot,50205,No
Fabian,23,Male,No,Teacher,41094,No
Alfonso,22,Female,Yes,Teacher,85479,No
Cierra,32,Male,Yes,Painter,85001,Yes
Mason,27,Female,Yes,Judge,80785,No
Larissa,20,Female,Yes,Painter,61576,No
Elliot,26,Female,Yes,Painter,65493,Yes
Brenna,45,Female,Yes,Doctor,40545,Yes
Bradford,41,Male,Yes,Teacher,60016,No
Kristal,47,Female,No,Worker,62506,Yes
Gustavo,48,Female,No,Pilot,67457,No
Gretchen,20,Male,Yes,Engineer,84102,Yes
Derick,38,Male,No,Engineer,45389,Yes
Jarred,36,Male,Yes,Painter,89097,No
Pierre,31,Male,Yes,tailor,83259,No
Lloyd,21,Female,No,Accountant,68417,Yes
Jolene,26,Male,No,Pilot,51030,Yes
Marlene,30,Female,No,Pilot,77134,No
Leo,40,Male,No,Judge,50156,Yes
Jamar,28,Female,Yes,Worker,78328,Yes
Dianna,23,Male,Yes,Accountant,88606,Yes
Noel,46,Male,Yes,Captain,78369,Yes
Angie,24,Male,Yes,Painter,71790,Yes
Tatiana,29,Male,No,Worker,71208,No
Rick,39,Male,Yes,Worker,58898,Yes
Leann,37,Male,No,Doctor,53853,Yes
Corinne,43,Male,Yes,Worker,61025,No
Sydney,35,Male,No,Doctor,82034,Yes
Belinda,32,Male,No,Painter,67513,No
Lora,44,Female,Yes,Captain,48981,No
Mackenzie,42,Female,No,Teacher,77948,No
Herbert,50,Male,No,Pilot,81049,Yes
Guillermo,27,Female,Yes,Captain,63620,Yes
Tameka,25,Female,Yes,Pilot,45586,No
Elias,49,Male,Yes,Doctor,79782,No
Janine,33,Male,No,Accountant,40156,Yes
Ben,22,Female,No,Captain,71401,Yes
Stefan,34,Female,No,Captain,87256,No
Josephine,30,Male,Yes,Accountant,69835,Yes
Dominick,22,Male,No,Painter,61597,Yes
Jameson,50,Female,No,tailor,65125,No
Thomas,57,Female,No,tailor,56069,Yes
Timothy,65,Male,Yes,Judge,32718,No
Christina,49,Female,No,Captain,53246,No
Kyle,53,Female,No,Accountant,66610,Yes
Rachel,68,Male,Yes,Doctor,41773,Yes
Laura,54,Male,No,Captain,66203,No
Lauren,43,Female,Yes,Pilot,57242,Yes
Amber,36,Male,No,Teacher,63528,Yes
Brittany,28,Female,No,Worker,50793,No
Danielle,45,Male,No,Accountant,51109,Yes
Richard,19,Male,Yes,Accountant,19820,No
Kimberly,37,Female,No,Accountant,59024,No
Jeffrey,51,Female,Yes,Captain,19177,Yes
Amy,70,Female,Yes,Judge,36129,Yes
Crystal,46,Male,Yes,tailor,30230,Yes
Michelle,56,Male,Yes,Captain,54879,No
Tiffany,18,Male,No,tailor,38738,No
Jeremy,61,Male,No,Captain,57288,No
Benjamin,25,Female,No,Doctor,63500,No
Mark,30,Male,Yes,Judge,61980,Yes
Emily,34,Male,No,Painter,49336,Yes
Aaron,24,Female,No,Judge,25349,Yes
Charles,69,Male,Yes,Painter,39650,No
Rebecca,67,Male,Yes,Accountant,66555,No
Jacob,47,Male,Yes,Painter,35971,No
Stephen,18,Male,No,Captain,53471,No
Patrick,29,Female,Yes,Pilot,50648,No
Sean,55,Male,Yes,Pilot,50418,No
Erin,61,Female,No,Teacher,41860,Yes
Zachary,42,Female,Yes,tailor,21156,No
Jamie,46,Male,Yes,tailor,56575,Yes
Kelly,38,Male,Yes,Painter,53244,No
Samantha,22,Male,No,Accountant,24795,Yes
Nathan,26,Female,Yes,Engineer,25159,Yes
Sara,45,Female,No,Accountant,31774,Yes
Dustin,58,Female,Yes,Accountant,63145,No
Paul,52,Male,No,Pilot,66113,Yes
Angela,50,Male,No,Teacher,28791,Yes
Tyler,36,Female,Yes,tailor,15793,No
Scott,70,Female,Yes,tailor,25084,No
Katherine,60,Female,No,Doctor,22505,Yes
Andrea,37,Male,No,Worker,50277,Yes
Gregory,72,Male,Yes,Engineer,48219,No
Erica,33,Female,No,Engineer,33629,Yes
Mary,20,Female,No,Judge,39351,Yes
Travis,68,Male,No,Pilot,36288,Yes
Lisa,59,Male,No,Painter,23139,Yes
Kenneth,25,Male,Yes,Pilot,14061,Yes
Bryan,28,Male,Yes,Teacher,25991,No
Lindsey,62,Male,No,Captain,36510,Yes
Kristen,41,Female,No,Engineer,47630,Yes
Jose,34,Female,No,Teacher,52515,No
Alexander,18,Female,No,Worker,62352,No
Jesse,57,Female,No,Painter,24083,No
Katie,49,Male,Yes,Pilot,56141,Yes
Lindsay,35,Male,No,Worker,59872,Yes
Shannon,64,Male,No,Pilot,58255,Yes
Vanessa,39,Female,No,Judge,40700,No
Courtney,51,Male,No,Painter,23929,No
Christine,31,Female,No,Accountant,47658,No
Alicia,71,Male,Yes,tailor,43233,Yes
Cody,17,Male,No,Doctor,21896,Yes
Allison,48,Male,Yes,Accountant,52194,Yes
Bradley,66,Female,Yes,Worker,38774,No
Samuel,40,Male,Yes,Accountant,17440,No
Shawn,24,Female,Yes,Judge,30496,No
April,63,Male,No,Captain,29277,No
Derek,27,Female,No,Pilot,62818,Yes
Kathryn,21,Male,No,Pilot,37810,No
Kristin,43,Male,Yes,Engineer,11987,No
Chad,65,Female,Yes,Engineer,66104,Yes
Jenna,54,Female,No,Accountant,26143,No
Tara,32,Male,Yes,Worker,20495,Yes
Maria,19,Female,Yes,Engineer,13629,Yes
Krystal,56,Female,Yes,Doctor,36961,No
Jared,23,Male,Yes,Judge,26924,No
Anna,44,Male,Yes,Teacher,48487,No
Edward,30,Male,Yes,Engineer,29118,Yes
Julie,53,Female,No,tailor,34002,Yes
Peter,35,Male,No,Captain,40976,No
Holly,50,Female,No,Captain,28686,No
Marcus,41,Female,Yes,Teacher,26679,No
Kristina,30,Male,Yes,Teacher,38206,Yes
Natalie,25,Male,Yes,Judge,17068,No
Jordan,58,Female,Yes,Teacher,12042,No
Victoria,43,Female,No,Engineer,12596,No
Jacqueline,56,Female,Yes,Painter,42926,Yes
Corey,18,Female,Yes,Captain,38498,No
Keith,64,Male,No,Accountant,32310,No
Monica,45,Female,No,tailor,53285,Yes
Juan,47,Male,No,Teacher,45996,No
Donald,71,Female,Yes,tailor,65831,Yes
Cassandra,28,Male,No,Teacher,53697,Yes
Meghan,17,Male,No,Worker,67541,Yes
Joel,65,Female,Yes,Painter,39920,No
Shane,33,Female,Yes,Accountant,10275,No
Phillip,19,Female,No,Captain,18865,Yes
Patricia,53,Male,No,Judge,62090,No
Brett,63,Male,Yes,Teacher,50125,No
Ronald,61,Female,Yes,Teacher,37585,Yes
Catherine,66,Male,No,Judge,64413,Yes
George,42,Female,No,Worker,44780,Yes
Antonio,67,Female,No,Worker,37224,No
Cynthia,22,Female,No,Worker,18210,Yes
Stacy,69,Male,No,Teacher,32508,Yes
Kathleen,39,Female,No,Painter,50902,No
Raymond,51,Female,No,tailor,69081,No
Carlos,52,Male,No,Painter,57965,Yes
Brandi,18,Male,No,Pilot,69245,Yes
Douglas,29,Male,No,Worker,10436,No
Nathaniel,60,Female,Yes,Pilot,28253,No
Ian,59,Male,No,Pilot,31076,No
Craig,32,Male,Yes,Engineer,14345,No
Brandy,24,Male,Yes,Judge,36817,Yes
Alex,26,Male,Yes,Pilot,42230,Yes
Valerie,57,Female,No,Engineer,29249,No
Veronica,48,Male,No,Pilot,62253,No
Cory,70,Female,No,Captain,61708,No
Whitney,36,Male,Yes,Pilot,52732,No
Gary,54,Female,Yes,Painter,58373,Yes
Derrick,34,Female,Yes,Teacher,31128,Yes
Philip,40,Female,Yes,Doctor,49288,No
Luis,44,Male,Yes,tailor,53954,Yes
Diana,72,Male,No,Judge,56522,Yes
Chelsea,23,Male,Yes,Worker,26906,No
Leslie,46,Female,No,Painter,45921,Yes
Caitlin,38,Female,Yes,Engineer,17574,No
Leah,62,Male,Yes,Judge,67125,No
Natasha,21,Male,Yes,tailor,42911,No
Erika,37,Female,No,Captain,49699,No
Casey,20,Male,Yes,tailor,13851,No
Latoya,27,Male,No,Worker,46437,Yes
Erik,49,Male,No,Pilot,68508,No
Dana,31,Male,Yes,Worker,34604,Yes
Victor,68,Male,No,Painter,33707,Yes
Brent,55,Female,Yes,Doctor,52341,No
Dominique,50,Female,No,Painter,46507,No
Frank,34,Male,No,tailor,50396,Yes
Brittney,63,Female,No,tailor,41909,Yes
Evan,17,Female,Yes,Accountant,25527,Yes
Gabriel,70,Female,Yes,Doctor,23768,Yes
Julia,48,Female,No,tailor,36073,No
Candice,62,Male,Yes,Engineer,41289,No
Karen,65,Male,Yes,Painter,13267,Yes
Melanie,54,Male,Yes,Worker,21088,No
Adrian,32,Female,Yes,Doctor,62923,Yes
Stacey,27,Female,No,Pilot,22514,Yes
Margaret,25,Male,No,Pilot,63181,No
Sheena,67,Male,Yes,Worker,29308,Yes
Wesley,58,Male,No,Pilot,17355,No
Vincent,57,Female,Yes,Captain,68279,No
Alexandra,20,Female,Yes,Judge,69260,No
Katrina,52,Male,Yes,Captain,33157,Yes
Bethany,26,Female,No,Painter,46199,No
Nichole,24,Female,No,Captain,10060,No
Larry,49,Female,Yes,tailor,42438,No
Jeffery,61,Female,Yes,Captain,29226,No
Curtis,18,Female,No,Judge,67403,Yes
Carrie,41,Female,Yes,Doctor,47358,Yes
Todd,68,Male,No,Captain,44521,Yes
Blake,36,Female,Yes,Accountant,25675,No
Christian,28,Male,No,Engineer,37107,No
Randy,55,Male,No,Teacher,39407,No
Dennis,51,Female,No,Engineer,69118,No
Alison,19,Female,Yes,Judge,22764,Yes
Trevor,22,Female,Yes,Teacher,29189,No
Seth,69,Female,Yes,Accountant,10795,Yes
Kara,60,Female,No,Judge,26830,No
Joanna,66,Female,No,Worker,27437,No
Rachael,23,Female,No,Judge,44757,Yes
Luke,35,Male,Yes,Worker,38041,No
Felicia,42,Male,No,Pilot,55304,Yes
Brooke,39,Male,Yes,Painter,53686,Yes
Austin,44,Female,No,Judge,38906,Yes
Candace,40,Male,No,Teacher,57227,No
Jasmine,31,Male,Yes,Accountant,67209,No
Jesus,30,Female,Yes,Teacher,12577,Yes
Alan,46,Male,Yes,tailor,24334,Yes
Susan,43,Female,Yes,Worker,52048,No
Sandra,37,Male,No,Judge,48218,No
Tracy,29,Female,Yes,Painter,60305,Yes
Kayla,59,Female,Yes,Judge,19960,Yes
Nancy,38,Female,Yes,Accountant,46773,No
Tina,45,Male,Yes,Teacher,68332,No
Krystle,18,Male,No,Judge,25258,Yes
Russell,56,Male,No,Pilot,29144,Yes
Jeremiah,64,Female,No,tailor,24149,Yes
Carl,53,Female,Yes,Pilot,33934,Yes
Miguel,33,Female,Yes,Accountant,61100,Yes
Tony,72,Male,No,Pilot,53073,No
Alexis,47,Female,Yes,Judge,65478,No
Gina,71,Female,No,Teacher,43784,No
Jillian,21,Male,No,Painter,53831,Yes
Pamela,68,Female,Yes,Painter,45508,Yes
Mitchell,48,Female,No,Teacher,21025,Yes
Hannah,28,Female,No,Teacher,22995,No
Renee,42,Male,No,Engineer,17886,No
Denise,37,Male,No,Worker,41763,Yes
Molly,41,Male,Yes,Engineer,67069,No
Jerry,19,Female,No,Pilot,27463,No
Misty,35,Male,Yes,Engineer,23822,Yes
Mario,59,Female,Yes,Judge,34611,No
Johnathan,43,Male,Yes,Captain,38395,Yes
Jaclyn,67,Female,No,Captain,14190,Yes
Brenda,36,Female,Yes,Worker,24023,No
Terry,52,Male,Yes,Engineer,31317,No
Lacey,40,Male,No,tailor,65808,Yes
Shaun,34,Male,Yes,tailor,64287,Yes
Devin,18,Female,Yes,Painter,30734,No
Heidi,45,Female,No,Doctor,48051,No
Troy,44,Male,No,Doctor,24862,No
Lucas,21,Male,Yes,tailor,68090,Yes
Desiree,32,Male,Yes,Captain,63836,Yes
Jorge,51,Female,Yes,Painter,19706,Yes
Andre,53,Female,No,Teacher,47355,Yes
Morgan,57,Female,Yes,Captain,44605,Yes
Drew,31,Female,No,Captain,41776,No
Sabrina,46,Female,No,Teacher,15188,No
Miranda,23,Male,No,tailor,22022,Yes
Alyssa,60,Female,Yes,Worker,34345,No
Alisha,30,Male,No,tailor,38620,Yes
Teresa,58,Female,No,Doctor,18645,Yes
Johnny,24,Female,No,Accountant,64074,No
Meagan,26,Male,Yes,Pilot,40000,Yes
Allen,56,Female,Yes,Doctor,42718,Yes
Krista,66,Female,Yes,Engineer,58633,No
Marc,27,Female,No,tailor,48229,No
Tabitha,38,Female,Yes,Painter,28937,Yes
Lance,71,Female,Yes,Teacher,35373,No
Ricardo,55,Female,No,Pilot,32035,Yes
Martin,54,Female,Yes,tailor,26904,No
Chase,50,Male,No,Pilot,15817,Yes
Theresa,18,Female,No,Doctor,24206,Yes
Melinda,22,Male,Yes,Pilot,41793,No
Monique,47,Female,Yes,Teacher,68521,Yes
Tanya,29,Female,Yes,Judge,12017,Yes
Linda,39,Female,No,Pilot,48148,No
Kristopher,70,Male,No,Painter,18656,Yes
Bobby,33,Female,No,Captain,13362,Yes
Caleb,61,Male,Yes,Accountant,63891,No
Ashlee,65,Female,No,Captain,20625,Yes
Kelli,64,Male,No,Doctor,60825,No
Henry,25,Male,No,Engineer,67603,Yes
Garrett,63,Male,No,Doctor,45211,No
Mallory,20,Female,Yes,tailor,60333,No
Jill,49,Female,No,Teacher,14501,Yes
Jonathon,72,Female,No,Engineer,62503,No
Kristy,62,Male,No,Teacher,11874,No
Anne,17,Male,Yes,tailor,55324,No
Francisco,69,Female,Yes,Teacher,58899,Yes
Danny,23,Female,Yes,Judge,28276,No
Robin,71,Female,No,Judge,46522,No
Lee,58,Female,Yes,Pilot,15034,Yes
Tamara,27,Male,Yes,Captain,66321,Yes
Manuel,54,Male,No,Teacher,47176,Yes
Meredith,68,Male,No,Captain,30633,Yes
Colleen,60,Male,Yes,Worker,45230,No
Lawrence,37,Female,No,tailor,13377,No
Christy,22,Female,Yes,Doctor,37288,Yes
Ricky,29,Female,Yes,Painter,22461,Yes
Randall,25,Female,Yes,Accountant,65809,No
Marissa,20,Female,Yes,tailor,15174,Yes
Ross,47,Male,Yes,Engineer,13050,No
Mathew,65,Male,No,Captain,22317,Yes
Jimmy,18,Male,No,Captain,55389,No
Abigail,70,Female,No,Engineer,54323,Yes
Kendra,28,Female,Yes,tailor,55817,Yes
Carolyn,26,Female,No,Accountant,33078,No
Billy,38,Male,No,Pilot,42818,Yes
Deanna,46,Female,Yes,Judge,18188,Yes
Jenny,53,Female,No,Captain,38151,No
Jon,63,Male,No,Engineer,62383,Yes
Albert,45,Female,Yes,Painter,13858,No
Taylor,32,Male,No,Accountant,57207,Yes
Lori,64,Female,Yes,Teacher,28461,Yes
Rebekah,72,Male,No,Pilot,17512,Yes
Cameron,19,Male,Yes,Judge,18560,No
Ebony,56,Female,Yes,tailor,59848,Yes
Wendy,40,Female,No,Pilot,64526,Yes
Angel,61,Female,No,Teacher,12477,No
Micheal,34,Male,No,Judge,36597,Yes
Kristi,59,Male,No,Worker,29379,No
Caroline,49,Female,No,Doctor,21993,No
Colin,43,Female,No,Worker,14103,No
Dawn,41,Male,No,Pilot,27853,Yes
Kari,21,Female,Yes,tailor,43608,Yes
Clayton,31,Male,Yes,Pilot,61945,No
Arthur,24,Female,Yes,Doctor,60367,No
Roger,69,Female,Yes,Worker,68649,Yes
Roberto,36,Male,Yes,Accountant,65336,No
Priscilla,30,Female,No,Pilot,37696,No
Darren,18,Male,No,Judge,37110,Yes
Kelsey,48,Female,No,Pilot,44262,Yes
Clinton,39,Male,Yes,Captain,60397,Yes
Walter,50,Male,Yes,Pilot,17670,No
Louis,17,Male,No,Painter,58310,Yes
Barbara,66,Male,Yes,Accountant,41219,No
Isaac,67,Female,No,Judge,29230,No
Cassie,57,Female,Yes,tailor,32186,No
Grant,52,Female,No,Accountant,69077,No
Cristina,42,Male,No,Pilot,52741,Yes
Tonya,51,Male,No,Worker,37297,No
Rodney,62,Male,No,Accountant,52848,Yes
Bridget,33,Female,No,Captain,22534,No
Joe,44,Male,No,Captain,21482,No
Cindy,55,Male,No,Painter,25537,No
Oscar,35,Male,Yes,Judge,57502,No
Willie,27,Male,No,Worker,14329,No
Maurice,33,Female,Yes,Painter,51321,No
Jaime,53,Male,Yes,Teacher,38221,Yes
Angelica,49,Male,Yes,Painter,17269,No
Sharon,21,Male,No,Judge,60571,Yes
Julian,31,Male,No,Pilot,35072,Yes
Jack,30,Female,No,Painter,19195,Yes
Jay,71,Female,Yes,tailor,48978,Yes
Nestor,47,Male,No,Teacher,45996,No
Natosha,71,Female,Yes,tailor,65831,Yes
Kay,28,Male,No,Teacher,53697,Yes
Jeramy,17,Male,No,Worker,67541,Yes
Jaron,65,Female,Yes,Painter,39920,No
Elmer,33,Female,Yes,Accountant,10275,No
Dianne,19,Female,No,Captain,18865,Yes
Tamera,53,Male,No,Judge,62090,No
Stephani,63,Male,Yes,Teacher,50125,No
Osvaldo,61,Female,Yes,Teacher,37585,Yes
Laurence,66,Male,No,Judge,64413,Yes
Diamond,42,Female,No,Worker,44780,Yes
Juana,67,Female,No,Worker,37224,No
Anais,22,Female,No,Worker,18210,Yes
Shanell,69,Male,No,Teacher,32508,Yes
Shanae,39,Female,No,Painter,50902,No
Mohammed,51,Female,No,tailor,69081,No
Afton,52,Male,No,Painter,57965,Yes
Vickie,18,Male,No,Pilot,69245,Yes
Sharee,29,Male,No,Worker,10436,No
Leona,60,Female,Yes,Pilot,28253,No
Kesha,59,Male,No,Pilot,31076,No
Kenton,32,Male,Yes,Engineer,14345,No
Cornell,24,Male,Yes,Judge,36817,Yes
Ashlyn,26,Male,Yes,Pilot,42230,Yes
Titus,57,Female,No,Engineer,29249,No
Tianna,48,Male,No,Pilot,62253,No
Sarai,70,Female,No,Captain,61708,No
May,36,Male,Yes,Pilot,52732,No
Kasandra,54,Female,Yes,Painter,58373,Yes
Ivory,34,Female,Yes,Teacher,31128,Yes
Grayson,40,Female,Yes,Doctor,49288,No
Darrick,44,Male,Yes,tailor,53954,Yes
Cristopher,72,Male,No,Judge,56522,Yes
Aubree,23,Male,Yes,Worker,26906,No
Archie,46,Female,No,Painter,45921,Yes
Angeline,38,Female,Yes,Engineer,17574,No
Shakira,62,Male,Yes,Judge,67125,No
Scottie,21,Male,Yes,tailor,42911,No
Rocco,37,Female,No,Captain,49699,No
Mikaela,20,Male,Yes,tailor,13851,No
Maxine,27,Male,No,Worker,46437,Yes
Kiera,49,Male,No,Pilot,68508,No
Karli,29,Female,Yes,Painter,60305,Yes
Grady,59,Female,Yes,Judge,19960,Yes
Ervin,38,Female,Yes,Accountant,46773,No
Cyrus,45,Male,Yes,Teacher,68332,No
Ava,18,Male,No,Judge,25258,Yes
Aric,56,Male,No,Pilot,29144,Yes
Allie,64,Female,No,tailor,24149,Yes
Raymundo,53,Female,Yes,Pilot,33934,Yes
Lila,33,Female,Yes,Accountant,61100,Yes
Jammie,72,Male,No,Pilot,53073,No
Fawn,47,Female,Yes,Judge,65478,No
Annamarie,71,Female,No,Teacher,43784,No
Yajaira,21,Male,No,Painter,53831,Yes
Ursula,68,Female,Yes,Painter,45508,Yes
Shannan,48,Female,No,Teacher,21025,Yes
Shaniqua,28,Female,No,Teacher,22995,No
Latia,42,Male,No,Engineer,17886,No
Eugenia,37,Male,No,Worker,41763,Yes
Dulce,41,Male,Yes,Engineer,67069,No
Crystle,19,Female,No,Pilot,27463,No
Brittaney,35,Male,Yes,Engineer,23822,Yes
Arianna,59,Female,Yes,Judge,34611,No
Vaughn,43,Male,Yes,Captain,38395,Yes
Reggie,67,Female,No,Captain,14190,Yes
Malia,36,Female,Yes,Worker,24023,No
Lashawn,52,Male,Yes,Engineer,31317,No
Kandi,40,Male,No,tailor,65808,Yes
Isiah,34,Male,Yes,tailor,64287,Yes
Elsie,18,Female,Yes,Painter,30734,No
Domingo,45,Female,No,Doctor,48051,No
Denisha,44,Male,No,Doctor,24862,No
Deanne,21,Male,Yes,tailor,68090,Yes
Daren,32,Male,Yes,Captain,63836,Yes
Corinna,51,Female,Yes,Painter,19706,Yes
Chaya,53,Female,No,Teacher,47355,Yes
Chanelle,57,Female,Yes,Captain,44605,Yes
Tegan,31,Female,No,Captain,41776,No
Shardae,46,Female,No,Teacher,15188,No
Rhea,23,Male,No,tailor,22022,Yes
Phyllis,60,Female,Yes,Worker,34345,No
Nicki,30,Male,No,tailor,38620,Yes
Kortney,58,Female,No,Doctor,18645,Yes
Kisha,35,Female,Yes,Pilot,12125,No
Jeromy,44,Male,No,Teacher,33888,No
Dalton,26,Female,No,Judge,62362,No
Cedrick,63,Male,Yes,Captain,13205,Yes
Vera,40,Male,Yes,Pilot,18739,No
Tad,65,Female,No,Captain,63222,Yes
Shonda,48,Male,Yes,Worker,56712,No
Shequita,30,Female,Yes,Engineer,46633,No
Malorie,59,Female,No,Pilot,65114,Yes
Lois,49,Female,Yes,Doctor,53549,Yes
Keon,60,Male,No,Worker,56926,No
Jeffry,24,Male,Yes,Engineer,62812,No
Jan,66,Female,No,Judge,13582,Yes
Darron,58,Male,No,Pilot,43498,No
Christiana,56,Male,No,Painter,24608,No
Carli,34,Female,Yes,tailor,31292,Yes
Cali,33,Male,No,Teacher,69764,No
Stormy,45,Male,Yes,Accountant,48711,No
Starla,21,Male,Yes,Judge,58284,No
Jedidiah,44,Female,Yes,tailor,17659,Yes
Jeannine,61,Male,No,Engineer,61897,No
Gonzalo,60,Male,Yes,Engineer,44174,No
